1964     518     15     61     65     65
2008     470     11     61     44     44
2082     456     12     61     30     30
1918     826     12     62     97     97
2060     842     11     62     75     75
2048     712     13     62     71     71
2074     1030     11     63     77     77
2010     1074     4     63     77     77
1924     1076     13     63     41     41
2070     1424     11     64     67     67
1924     1418     8     64     52     52
1904     1370     9     64     51     51
1990     1910     7     66     101     101
2084     1948     7     66     93     93
2036     2028     8     66     93     93
1958     2290     13     67     37     37
1914     2334     8     67     26     26
1928     2312     9     67     26     26
2012     2510     11     68     76     76
1956     2686     10     68     66     66
1984     2626     8     68     41     41
2062     2864     11     69     53     53
2018     2834     8     69     53     53
2004     2974     11     69     53     53
1972     3142     11     70     139     139
1912     3268     7     70     37     37
1928     3302     7     70     37     37
2108     3470     13     71     108     108
2006     3508     4     71     88     88
1922     3536     10     71     88     88
1868     3864     9     72     160     160
2052     3900     8     72     36     36
2028     3872     5     72     36     36
2314     468     4     73     72     72
2386     476     12     73     71     71
2372     406     15     73     71     71
2318     888     11     74     0     0
2208     1044     13     75     110     110
2300     1160     14     75     80     80
2360     1036     11     75     65     65
2276     1422     9     76     63     63
2328     1386     6     76     62     62
2328     1486     9     76     34     34
2264     1776     8     77     84     84
2298     1668     2     77     56     56
2252     1636     14     77     56     56
2202     1986     11     78     76     76
2264     1942     13     78     76     76
2328     1992     2     78     67     67
2326     2294     5     79     66     66
2290     2376     7     79     66     66
2244     2328     8     79     44     44
2278     2532     10     80     59     59
2286     2644     8     80     46     46
2348     2632     7     80     45     45
2382     2976     14     81     134     134
2248     2992     10     81     114     114
2236     2878     11     81     85     85
2314     3352     12     82     70     70
2368     3306     7     82     70     70
2296     3248     10     82     28     28
2308     3454     13     83     38     38
2286     3486     6     83     38     38
2312     3808     4     84     57     57
2336     3756     6     84     57     57
2422     3844     6     84     43     43
2594     456     7     85     41     41
2630     476     4     85     41     41
2628     770     8     86     34     34
2594     762     8     86     34     34
2556     1018     10     87     85     85
2686     1108     11     87     62     62
2580     1122     11     87     58     58
2666     1324     4     88     85     85
2640     1466     10     88     31     31
2538     1318     11     88     30     30
2526     1692     9     89     83     83
2720     1694     11     89     62     62
2668     1660     11     89     48     48
2654     1926     8     90     120     120
2546     1980     13     90     94     94
2568     2072     11     90     60     60
2558     2220     13     91     96     96
2560     2316     13     91     21     21
2542     2328     8     91     21     21
2650     2518     10     92     88     88
2680     2644     11     92     76     76
2618     2600     8     92     67     67
2678     2980     12     93     50     50
2566     2960     11     93     46     46
2636     3008     7     93     46     46
2546     3308     10     94     97     97
2572     3214     14     94     63     63
2602     3158     11     94     63     63
2508     3924     6     96     134     134
2542     3734     10     96     75     75
2492     3790     6     96     75     75
